valid_time,depthBelowLandLayer,latitude,longitude,number,surface,monthly_sums,days_above_1mm,days_above_10mm,days_above_20mm
2006-10-31,100.0,42.700000000001175,18.099999999999987,0,0.0,57.828728,6.0,3.0,1.0
2006-11-30,100.0,42.700000000001175,18.099999999999987,0,0.0,121.24693,9.0,3.0,2.0
2006-12-31,100.0,42.700000000001175,18.099999999999987,0,0.0,199.45319,8.0,4.0,3.0
2007-01-31,100.0,42.700000000001175,18.099999999999987,0,0.0,158.02568,13.0,4.0,3.0
2007-02-28,100.0,42.700000000001175,18.099999999999987,0,0.0,214.41837,16.0,6.0,3.0
2007-03-31,100.0,42.700000000001175,18.099999999999987,0,0.0,161.54646,18.0,6.0,2.0
2007-04-30,100.0,42.700000000001175,18.099999999999987,0,0.0,35.88784,7.0,1.0,0.0
2007-05-31,100.0,42.700000000001175,18.099999999999987,0,0.0,116.15539,12.0,5.0,1.0
2007-06-30,100.0,42.700000000001175,18.099999999999987,0,0.0,28.234188,7.0,0.0,0.0
2007-07-31,100.0,42.700000000001175,18.099999999999987,0,0.0,8.307994,1.0,0.0,0.0
2007-08-31,100.0,42.700000000001175,18.099999999999987,0,0.0,25.001644,5.0,1.0,0.0
2007-09-30,100.0,42.700000000001175,18.099999999999987,0,0.0,203.51094,10.0,6.0,3.0
2007-10-31,100.0,42.700000000001175,18.099999999999987,0,0.0,185.83954,16.0,7.0,2.0
2007-11-30,100.0,42.700000000001175,18.099999999999987,0,0.0,213.02287,15.0,10.0,4.0
2007-12-31,100.0,42.700000000001175,18.099999999999987,0,0.0,153.08173,9.0,5.0,4.0
2008-01-31,100.0,42.700000000001175,18.099999999999987,0,0.0,177.93251,14.0,5.0,3.0
2008-02-29,100.0,42.700000000001175,18.099999999999987,0,0.0,86.853806,8.0,2.0,2.0
2008-03-31,100.0,42.700000000001175,18.099999999999987,0,0.0,228.69409,21.0,8.0,3.0
2008-04-30,100.0,42.700000000001175,18.099999999999987,0,0.0,124.79495,15.0,5.0,0.0
2008-05-31,100.0,42.700000000001175,18.099999999999987,0,0.0,46.268284,8.0,1.0,1.0
2008-06-30,100.0,42.700000000001175,18.099999999999987,0,0.0,78.55285,11.0,3.0,0.0
2008-07-31,100.0,42.700000000001175,18.099999999999987,0,0.0,29.55562,9.0,0.0,0.0
2008-08-31,100.0,42.700000000001175,18.099999999999987,0,0.0,4.87715,2.0,0.0,0.0
2008-09-30,100.0,42.700000000001175,18.099999999999987,0,0.0,73.28528,7.0,3.0,2.0
2008-10-31,100.0,42.700000000001175,18.099999999999987,0,0.0,209.1539,9.0,3.0,3.0
2008-11-30,100.0,42.700000000001175,18.099999999999987,0,0.0,267.99512,15.0,10.0,6.0
2008-12-31,100.0,42.700000000001175,18.099999999999987,0,0.0,289.14743,17.0,10.0,4.0
2009-01-31,100.0,42.700000000001175,18.099999999999987,0,0.0,293.86423,19.0,9.0,5.0
2009-02-28,100.0,42.700000000001175,18.099999999999987,0,0.0,176.66547,14.0,6.0,4.0
2009-03-31,100.0,42.700000000001175,18.099999999999987,0,0.0,168.76279,14.0,5.0,2.0
2009-04-30,100.0,42.700000000001175,18.099999999999987,0,0.0,84.48416,16.0,2.0,0.0
2009-05-31,100.0,42.700000000001175,18.099999999999987,0,0.0,40.870903,7.0,1.0,1.0
2009-06-30,100.0,42.700000000001175,18.099999999999987,0,0.0,179.72673,12.0,5.0,2.0
2009-07-31,100.0,42.700000000001175,18.099999999999987,0,0.0,29.954676,10.0,0.0,0.0
2009-08-31,100.0,42.700000000001175,18.099999999999987,0,0.0,18.508434,6.0,0.0,0.0
2009-09-30,100.0,42.700000000001175,18.099999999999987,0,0.0,39.141056,9.0,1.0,0.0
2009-10-31,100.0,42.700000000001175,18.099999999999987,0,0.0,361.8728,13.0,8.0,6.0
2009-11-30,100.0,42.700000000001175,18.099999999999987,0,0.0,239.70187,13.0,8.0,4.0
2009-12-31,100.0,42.700000000001175,18.099999999999987,0,0.0,321.87326,21.0,12.0,6.0
2010-01-31,100.0,42.700000000001175,18.099999999999987,0,0.0,358.4217,16.0,11.0,9.0
2010-02-28,100.0,42.700000000001175,18.099999999999987,0,0.0,303.79556,20.0,13.0,5.0
2010-03-31,100.0,42.700000000001175,18.099999999999987,0,0.0,201.36726,13.0,7.0,4.0
2010-04-30,100.0,42.700000000001175,18.099999999999987,0,0.0,152.99165,13.0,5.0,3.0
2010-05-31,100.0,42.700000000001175,18.099999999999987,0,0.0,153.26756,14.0,4.0,2.0
2010-06-30,100.0,42.700000000001175,18.099999999999987,0,0.0,66.852936,6.0,3.0,1.0
2010-07-31,100.0,42.700000000001175,18.099999999999987,0,0.0,16.083778,7.0,0.0,0.0
2010-08-31,100.0,42.700000000001175,18.099999999999987,0,0.0,16.720295,3.0,0.0,0.0
2010-09-30,100.0,42.700000000001175,18.099999999999987,0,0.0,165.27785,10.0,6.0,2.0
2010-10-31,100.0,42.700000000001175,18.099999999999987,0,0.0,229.26765,15.0,6.0,6.0
2010-11-30,100.0,42.700000000001175,18.099999999999987,0,0.0,489.35684,22.0,15.0,11.0
2010-12-31,100.0,42.700000000001175,18.099999999999987,0,0.0,276.22757,20.0,9.0,4.0
2011-01-31,100.0,42.700000000001175,18.099999999999987,0,0.0,79.87415,7.0,3.0,1.0
2011-02-28,100.0,42.700000000001175,18.099999999999987,0,0.0,99.19238,8.0,3.0,2.0
2011-03-31,100.0,42.700000000001175,18.099999999999987,0,0.0,112.06483,11.0,3.0,1.0
2011-04-30,100.0,42.700000000001175,18.099999999999987,0,0.0,44.941425,6.0,1.0,1.0
2011-05-31,100.0,42.700000000001175,18.099999999999987,0,0.0,101.26042,13.0,3.0,1.0
2011-06-30,100.0,42.700000000001175,18.099999999999987,0,0.0,28.514742,7.0,1.0,0.0
2011-07-31,100.0,42.700000000001175,18.099999999999987,0,0.0,96.04001,10.0,2.0,1.0
2011-08-31,100.0,42.700000000001175,18.099999999999987,0,0.0,3.1254292,1.0,0.0,0.0
2011-09-30,100.0,42.700000000001175,18.099999999999987,0,0.0,59.808613,2.0,2.0,1.0
2011-10-31,100.0,42.700000000001175,18.099999999999987,0,0.0,87.402336,6.0,3.0,3.0
2011-11-30,100.0,42.700000000001175,18.099999999999987,0,0.0,82.48353,7.0,3.0,1.0
2011-12-31,100.0,42.700000000001175,18.099999999999987,0,0.0,236.32518,19.0,8.0,4.0
2012-01-31,100.0,42.700000000001175,18.099999999999987,0,0.0,77.24005,7.0,5.0,0.0
2012-02-29,100.0,42.700000000001175,18.099999999999987,0,0.0,177.0221,14.0,7.0,3.0
2012-03-31,100.0,42.700000000001175,18.099999999999987,0,0.0,7.5318217,2.0,0.0,0.0
2012-04-30,100.0,42.700000000001175,18.099999999999987,0,0.0,257.80048,22.0,11.0,5.0
2012-05-31,100.0,42.700000000001175,18.099999999999987,0,0.0,125.1949,11.0,4.0,1.0
2012-06-30,100.0,42.700000000001175,18.099999999999987,0,0.0,16.438068,2.0,1.0,0.0
2012-07-31,100.0,42.700000000001175,18.099999999999987,0,0.0,13.685883,2.0,0.0,0.0
2012-08-31,100.0,42.700000000001175,18.099999999999987,0,0.0,1.8339157,0.0,0.0,0.0
2012-09-30,100.0,42.700000000001175,18.099999999999987,0,0.0,143.00406,7.0,4.0,3.0
2012-10-31,100.0,42.700000000001175,18.099999999999987,0,0.0,316.09082,12.0,9.0,7.0
