month,SDII
2009-08,0.5970462676017515
2009-09,1.3047018686930338
2009-10,11.673316217237904
2009-11,7.990062459309896
2009-12,10.383008403162803
2010-01,11.561990061113912
2010-02,10.849841526576451
2010-03,6.4957181869014615
2010-04,5.09972178141276
2010-05,4.9441149311680945
2010-06,2.2284311930338543
2010-07,0.5188315606886341
2010-08,0.5393643533029864
2010-09,5.5092615763346355
2010-10,7.3957307877079135
2010-11,16.31189473470052
2010-12,8.910566760647681
2011-01,2.5765855850711947
2011-02,3.5425851004464284
2011-03,3.6149944182365172
2011-04,1.4980475107828777
2011-05,3.2664652178364415
2011-06,0.9504913965861003
2011-07,3.0980647917716735
2011-08,0.10082029527233492
2011-09,1.9936204274495444
2011-10,2.8194301974388862
2011-11,2.749450937906901
2011-12,7.6233929049584175
2012-01,2.491614557081653
2012-02,6.104210162984914
2012-03,0.24296199121782858
2012-04,8.593349202473958
2012-05,4.0385451778288814
2012-06,0.5479356129964192
2012-07,0.44148008285030244
2012-08,0.05915857130481351
2012-09,4.766801961263021
2012-10,10.196478074596774
2012-11,8.325900268554687
2012-12,7.716899256552419
2013-01,10.512702203566029
2013-02,12.760065351213727
2013-03,11.416029407132056
2013-04,5.542506408691406
2013-05,5.5936038109564015
2013-06,2.107459131876628
2013-07,0.5992383033998551
2013-08,2.9831683251165573
2013-09,5.714599100748698
2013-10,4.790154241746472
2013-11,12.30771993001302
2013-12,2.4925721691500757
2014-01,11.950081117691532
2014-02,6.652266911097935
2014-03,2.900610154674899
2014-04,4.053449757893881
2014-05,2.7007729314988658
2014-06,6.0629826863606775
2014-07,3.70098876953125
2014-08,1.0293607404155116
2014-09,9.294959513346354
2014-10,3.0843267133159022
2014-11,8.54603271484375
2014-12,8.557773713142641
2015-01,8.052368656281502
2015-02,5.275325230189732
2015-03,5.335106634324597
2015-04,1.8377066294352213
2015-05,1.3248535894578504
2015-06,1.1735518137613932
2015-07,0.239345335191296
2015-08,2.311852239793347
2015-09,1.386205291748047
2015-10,11.52030501827117
2015-11,3.429101053873698
2015-12,0.019504177954889113
2016-01,6.3728248842300905
2016-02,8.967820792362607
2016-03,6.6688394854145665
2016-04,2.5000333150227863
2016-05,5.47992435578377
2016-06,2.731622823079427
2016-07,1.6235687501968876
2016-08,0.6971014699628276
2016-09,3.311534372965495
2016-10,7.83355220671623
2016-11,7.9818364461263025
2016-12,0.0788050313149729
2017-01,3.1136870845671623
2017-02,6.630523136683872
2017-03,3.2654842253654235
2017-04,3.593885803222656
2017-05,1.6695703075778099
2017-06,0.4309356689453125
2017-07,0.8143397915747858
2017-08,0.09296017308388987
2017-09,4.710761515299479
2017-10,1.7709444107547883
2017-11,8.993666585286459
2017-12,8.975880284463205
2018-01,4.681545134513609
2018-02,9.311502729143415
2018-03,14.436366911857359
2018-04,0.8774360020955404
2018-05,3.100831554782006
2018-06,3.078283182779948
2018-07,1.0381859810121599
2018-08,1.6805990895917338
2018-09,0.8124828338623047
2018-10,6.962476176600302
2018-11,9.630905151367188
2018-12,3.5381085795740925
2019-01,4.7024255567981355
2019-02,3.4105330875941684
2019-03,1.5030523730862526
2019-04,8.605110677083333
2019-05,7.365082771547379
2019-06,0.8718212127685547
2019-07,2.0660584972750757
2019-08,0.20134064459031628
2019-09,3.6637601216634113
2019-10,1.3628907972766506
2019-11,20.214912923177085
2019-12,6.36004638671875
